nombre, direccion,ruc,representante_dni,telefono
Fisher Scientific International Inc.,Motbal Point 020,10265431133,20769480,969195636
DaVita Inc.,Uhuse Path 880,10768374841,59265623,923542632
PSS World Medical Inc,Vipuf Avenue 310,10288796871,66496857,938243677
Farmland Industries Inc.,Taiko Court 089,10654317548,36350941,977881689
Newmont Mining Corporation,Radfa Center 939,10165582645,78564706,6336925
ConAgra Foods Inc.,Roko Highway 897,10283629144,81701666,2857339
Pall Corp,Dobnup Point 774,10469955719,21259946,927437365
Comdisco Inc.,Milor Place 624,20943286873,69488592,972127843
Huntington Bancshares Inc.,Dehva Grove 945,20838394181,36659093,986785137
Bell Microproducts Inc.,Jemlig Heights 568,20237686783,81710505,992761856
Hughes Supply Inc.,Pasij Drive 372,20236534323,32130771,982177269
Regis Corporation,Foruv Lane 472,10341554927,97514741,925963329
Martin Marietta Materials Inc.,Obiol Boulevard 164,20776278132,00499975,911554759
Kimberly-Clark Corporation,Zewic Center 840,10238192612,69655488,928398749
Jefferson-Pilot Co.,Puvri Street 581,10259882447,04920233,2117295
Sprint Corp.,Gezu Lane 552,10783659786,83962173,976441741
Willamette Industries Inc.,Dannu Circle 540,20424663611,67411720,928673176
Owens & Minor Inc.,Cufriv Center 588,20972799672,56482198,921536932
J.B. Hunt Transport Services Inc.,Eromi View 215,20489251597,08140001,5127769
Philip Morris Companies Inc.,Napcik Turnpike 923,20787663771,19392327,3756935
Werner Enterprises Inc,Povik Point 508,10561365371,13475152,915572232
SBC Communications Inc,Dacjam Terrace 253,10183514229,20321749,4863978
TMP Worldwide Inc,Ekupu River 114,20853339148,01744577,4989921
Compuware Corp.,Nufaw Turnpike 967,20154122524,22751691,934593311
Ruddick Corp,Dervul Manor 755,10712241111,06515930,942852855
Deere & Company,Erabuj Court 314,10319511311,29701843,5996751
Wakenhut Corporation,Sijlok Loop 970,10729783362,13630881,5133382
Coca-Cola Co.,Henje Grove 204,20148287658,23811537,918863481
Dial Corporation,Berbi Loop 148,20561347756,69765753,4734672
Potlatch Corp,Ehorev Pike 581,20323211352,62256788,911172956
Tesoro Petroleum Corp.,Iwzuk Plaza 812,20117847842,41578759,2232813
Vishay Intertechnology Inc,Gazmeg Court 549,10755253797,63645861,941369468
Old Republic International Corp.,Rimut Park 824,20448319978,58770611,5726695
Kroger Co.,Ohoili Point 042,10993919453,02201900,2112645
TruServ Corporation,Rediza Mill 312,20784657986,93129903,934177128
Hughes Supply Inc.,Zufi Ridge 517,20446278956,02310807,4124522
Jack In The Box Inc.,Akeiru Plaza 896,20749263217,98288550,923591139
Toro Company,Mena Center 571,10978314598,10756270,3733413
Silgan Holdings Inc.,Ciswa Way 780,20715424527,26733270,967461966
Cenex Harvest States Cooperatives,Zoshan Glen 298,20774645823,77931477,928326163
Lyondell Chemical Company,Epetaj Grove 901,10832425473,30489508,993499514
Volt Information Sciences Inc,Zerfe Boulevard 952,10512337929,18761667,2998358
Electronic Data Systems Corp.,Letibe Pike 226,20139372839,77335722,4835424
USFreighways Corporation,Lenusu Avenue 535,20738521561,99856101,925998529
Avery Dennison Corporation,Lekma Boulevard 725,20917677898,51398814,6446364
Nvidia Corp,Dutef View 011,10228711867,61289855,4372484
Telephone & Data Systems Inc,Jihip Turnpike 177,10688512247,47490583,2289515
"Aquila, Inc.",Uncig Point 404,10249979293,27694415,3698245
CenturyTel Inc.,Fuwap Path 168,10138515637,32602485,933389918
Bowater Incorporated,Vaal Circle 909,20135947878,77045622,976878555
Eastman Chemical Company,Repe Ridge 291,20317956861,39475032,5236197
Telephone & Data Systems Inc,Orzi Court 115,10178534731,55982742,952684162
Louisiana-Pacific Corporation,Pocu Point 592,10589164698,69342200,916245899
Rockwell Automation Inc,Fufcu Glen 987,10417352661,58628854,3265139
Hershey Foods Corp.,Tembo Park 368,10363548311,99664559,3492417
CMS Energy Corp.,Dohed Park 650,20354256138,32737958,939443294
Collins & Aikman Corp.,Dinin Way 549,10578239577,76239539,914179879
The Men's Wearhouse Inc.,Azikuv Grove 707,20665392516,22971023,5828755
Crane Co.,Vanu Parkway 839,20438877535,62885522,987963191
Lam Research Corporation,Viggiw Lane 425,20754453538,98426020,965578668
TXU Corp,Ekaju View 041,20449973169,47774458,912234612
"Automatic Data Processing, Inc.",Mapa Place 251,10113992919,69279029,991554443
US Oncology Inc,Rovu Path 881,20611341514,62733847,6889712
On Semiconductor Corp,Vizahi Square 361,10634913289,96090441,4544941
EMC Corporation,Tekig Heights 883,20511257624,49528224,995981994
Pacific Gas & Electric Corp.,Pojel Avenue 325,10547578543,96275849,3674416
Unisys Corporation,Gebo Plaza 075,10917743367,79152574,2918495
PPG Industries Inc,Tezag Pass 859,20355197262,88362910,6416974
Equity Residential Properties Trust,Peju Way 339,20234663266,85208188,4893114
Ross Stores Inc,Cogwuk Turnpike 667,20141266646,72242227,2723493
Wisconsin Energy Corporation,Remub Street 366,20298796729,28154185,3991382
Intel Corporation,Uzolag Turnpike 090,20176618339,18507198,2861568
Target Corp.,Owawo Terrace 214,10878951281,98611037,984272439
TMP Worldwide Inc,Goprup Junction 514,10243475897,80137027,4385636
Home Depot Inc.,Itene Terrace 582,20745987853,23992170,968377118
American Greetings Corporation,Popo Way 152,10955554629,09222932,925659631
Longs Drug Stores Corporation,Ijce Square 697,20721424225,11291663,978947991
"Airgas, Inc.",Vajic Road 747,10938456386,83930644,938633339
Ohio Casualty Corp.,Jude Heights 024,10682671827,81273988,953649227
Family Dollar Stores Inc.,Colveb Lane 159,20256842693,88943848,998219346
Nordstrom Inc,Apumo Square 430,20668628669,36293208,3261822
Reebok International Ltd.,Lonzo Court 508,10124533853,06247672,2535454
USA Interactive,Hokca Terrace 197,20743135736,93508859,945868931
Payless Shoesource Inc,Gisof Terrace 196,20567346142,74468281,974363551
Solutia Inc,Wuric Heights 111,10946292724,95363426,945459279
Sequa Corp,Nobmev Turnpike 900,10616721481,96270326,986572844
Ocean Energy Inc,Guze River 797,10551671562,63591769,5918424
"Brinker International, Inc.",Zolifi Manor 774,10173787841,26159229,951214788
Winn Dixie Stores Inc,Wezfub Trail 205,20879276751,39653755,2293836
MGM Mirage,Diwa Junction 959,20722594722,71844137,941644619
PacifiCare Health Systems Inc,Ahep Park 978,10457629942,17767234,2296988
"Applied Industrial Technologies, Inc.",Hadhi Center 991,10991372513,38569233,5758888
Cox Communications Inc.,Nufjem Parkway 962,10241912948,84372610,956422726
Reader's Digest Association Inc.,Kibim Turnpike 605,20634523899,90969347,4328847
Whole Foods Market Inc,Zijad Path 770,10877383845,24716980,5959337
USA Interactive,Eremu Park 335,20268967685,29939622,927788132
Massey Energy Company,Raron Boulevard 442,10859874765,68718576,5427858
Manor Care Inc.,Agohom Way 175,10861336231,28622600,6288225
Whirlpool Corporation,Kozoni Parkway 275,10913262753,16617159,4761623
Southern Company,Kavcip Parkway 480,10538361984,42021108,953437873
"Big Lots, Inc.",Lafsim Turnpike 036,20237977737,77519912,999478173
Leggett & Platt Inc.,Koja Terrace 545,10844245541,24048676,958282938
Corning Inc.,Tinji Ridge 585,10713884589,00678180,956458399
Cenex Harvest States Cooperatives,Taesu Road 127,20536138256,07463234,4195935
Concord EFS Inc.,Pokac Trail 964,20929815257,22321105,958573586
Lear Corporation,Daag Ridge 002,10636563765,55537027,3315572
RPM Inc.,Rijwa Ridge 684,20396815325,18009074,2495234
Fluor Corp,Aviruf Lane 163,20884469124,38793277,2667592
AmSouth Bancorp.,Pimen Extension 538,20757782422,55077110,3732178
Willamette Industries Inc.,Zizlo Glen 400,20718773398,58279414,916716684
Berkshire Hathaway Inc.,Zoke Park 927,20355218237,16657836,949628182
IMS Health Inc.,Incu Point 436,10154623839,58418920,913391742
Procter & Gamble Co.,Voon Junction 145,20212513899,61253446,987616361
National Fuel Gas Company,Pawij Square 132,20999395169,17445739,4312524
Legg Mason Inc.,Nikral Mill 918,20528254345,69468064,927224458
Office Depot Inc.,Udoh Loop 961,10164952153,48025875,986128465
Teradyne Inc,Uvituv View 318,20255828786,03462322,3867439
Electronic Arts Inc.,Higfa Circle 050,10696176739,60568047,968362269
Calpine Corp.,Namju Road 531,10349138966,08625647,965819946
Express Scripts Inc.,Ivesa Point 739,20541961555,05976101,3777799
Radio Shack Corporation,Muzrag Place 787,10222677826,48820767,941919421
KeySpan Corp.,Usdis Pass 101,20585317172,49273492,928964287
Wyndham International Inc,Heje View 105,10998214437,66382266,946191423
Fisher Scientific International Inc.,Jefwen Key 505,20158316581,62355017,4382596
Frontier Oil Corp,Alrob Pike 124,20137537838,89505910,981135376
Computer Associates International Inc.,Nudib Way 216,20987554414,27221352,5329641
Lands' End Inc.,Zedez Avenue 828,20357826422,92908929,2636683
Great Lakes Chemical Corporation,Nalma Grove 055,10739354735,75515399,5585458
Millennium Chemicals Inc.,Hezes Street 834,20653974465,26014491,5838921
El Paso Corporation,Kijda Center 203,20421958111,36845185,997154578
Wakenhut Corporation,Sufo Circle 851,20554853881,10795660,948429481
Greif Bros. Corporation,Efuli Circle 665,10574433627,11108315,4845162
Protective Life Corp,Segaf Plaza 928,20724327415,09367979,6934462
First Data Corp.,Porce Trail 678,10479677555,04395678,961388312
Archer Daniels Midland Company,Dozeba Manor 920,10558855372,49405534,6127531
"AdvancePCS, Inc.",Jobap Key 145,20931195392,49132380,978928982
Lear Corporation,Vismud Highway 241,10444932159,95667812,961745472
Cardinal Health Inc.,Wunli Circle 399,10696184133,07148925,4113869
Tech Data Corporation,Zumig Circle 569,10669932756,47056993,6114427
Weis Markets Inc.,Gahbew Lane 617,20674719152,23248877,3516784
Phillips Van Heusen Corp.,Jubci Path 355,20153327778,50029389,5979886
TRW Inc,Cefaw Square 964,10529671823,87868656,3985126
Office Depot Inc.,Lamel Street 502,20737787569,66722465,917536166
Express Scripts Inc.,Neckeh Road 660,10731952256,82076873,5939338
Interstate Bakeries Corporation,Toji Loop 118,20586669969,94804008,3838136
Qwest Communications Intl Inc,Lefvah Heights 054,20591172883,27573526,2289696
Lincoln National Corporation,Tedovo Extension 195,20432547693,65342342,3986441
Kindred Healthcare Inc.,Oboesi Parkway 702,10336728372,50170812,4248485
NiSource Inc,Pikga Drive 330,10564392937,12546362,6651682
Lyondell Chemical Company,Nucoj Way 133,20857231835,44349510,5653662
J.B. Hunt Transport Services Inc.,Pekava Mill 867,10355568698,76112192,3537526
RoadwayCorp,Koil Terrace 483,10493428565,58203340,4891993
"AutoZone, Inc.",Rafbi Circle 715,20725279833,79399901,4987433
"The Alpine Group, Inc.",Socsa Grove 046,20985169666,27807901,971496336
"Amkor Technology, Inc.",Beros Manor 476,10759331548,48585375,6395557
"Apple Computer, Inc.",Ogus Terrace 513,10547386838,58897732,5433317
Merrill Lynch & Co. Inc.,Mera View 846,20678586892,68902283,933727166
Wells Fargo & Company,Pahpep Key 931,10541568169,49994062,4811197
Washington Post Co.,Sedo River 530,10995442794,16616596,2419575
Baker Hughes Incorporated,Nuki Mill 877,20195599273,37255833,948551144
US Airways Group Inc,Pejpak Loop 090,10528446673,16144581,4452462
Wendy's International Inc,Sutif River 844,20384678178,57000830,4787338
Computer Associates International Inc.,Bawo Point 103,20243264785,05842362,991717348
PeopleSoft Inc,Hiewa Loop 521,20153524739,55534277,6428834
Intuit Inc.,Fejov Mill 770,10216949823,00436568,5848491
"Air Products and Chemicals, Inc.",Sisoz Drive 890,20669116782,90818367,976444534
Ball Corporation,Ujtaf Plaza 589,20581381696,01562229,923563729
First National of Nebraska Inc.,Akowas Heights 403,20929675897,43614931,982627392
Felcor Lodging Trust Inc.,Anbi Parkway 838,10885534273,12002601,921967678
Electronic Data Systems Corp.,Wajboh Point 216,20712696399,97586324,934398598
ABM Industries Incorporated,Jofwor Court 590,20138476869,30067238,6688974
Hubbell Inc.,Mezde Park 503,20497496752,59322241,2979733
Delphi Corp.,Lonu Glen 913,20558725589,75797743,948582242
Silicon Graphics Inc,Nufet Circle 487,10827617293,99155247,5494823
Alberto-Culver Company,Noalo Drive 741,10531732116,80325656,987982789
Acterna Corp.,Guter View 234,20885941586,54375014,917214473
Lennox International Inc.,Lunib River 033,10165681577,74363490,2522123
Wells Fargo & Company,Ivehin Boulevard 163,10568159767,62384409,2298482
"American Water Works Company, Inc.",Sapic Drive 723,20359992932,81802727,923534361
Whirlpool Corporation,Ivmop Boulevard 154,20313474166,12485997,5131552
KeySpan Corp.,Ibbe Circle 756,20831316347,22592643,4587276
Fleming Companies Inc.,Kebezo Parkway 912,20644514838,91428793,6622636
KPMG Consulting Inc.,Cokpa Center 763,10825571432,77745087,962545871
Zale Corporation,Rubo Heights 494,10739541323,29824859,2919619
Sun Healthcare Group Inc.,Izwow Terrace 584,20947767591,50758381,916688138
Sun Microsystems Inc.,Womjej Way 115,20758885271,70866424,956453211
DPL Inc.,Cozkuv Key 968,10474693646,13684363,5281877
Parker Hannifin Corp.,Diet Court 688,20748684178,32011538,944871614
International Multifoods Corporation,Julet Ridge 501,20656378225,59475711,2395588
"Amtran, Inc.",Omecuf Road 788,20414964768,25138527,2538752
FirstEnergy Corp.,Nehu Mill 205,20476538486,65122702,2895718
Ingram Micro Inc.,Momwo Street 405,20824385431,14692396,925843387
Varco International Inc,Gufaz Highway 764,10358791557,12757278,3686397
Phelps Dodge Corp.,Jekhe Place 983,20523261768,62608467,938986136
National Service Industries Inc,Fivco Street 869,10615879361,08464614,3219693
"Burlington Industries, Inc.",Tuha Square 970,20338828785,34012032,2347932
Corning Inc.,Titsuj Square 689,10842484881,39273771,4919868
AmerisourceBergen Corporation,Daru Avenue 364,20144945352,03154686,968119411
Encompass Services Corporation,Mezas Road 964,10972345326,36195208,5426466
Mercury General Corporation,Tajtu Avenue 876,10318449822,83786715,952273745
La-Z-Boy Inc.,Zetjo Center 362,20566446233,55695069,922179119
Phoenix Companies Inc,Kimwu Center 240,20166647969,31342167,2185111
BB&T Corporation,Pela Avenue 296,20439761521,66081250,2831446
McLeodUSA Incorporated,Marte Way 227,10937383411,07446213,2383444
Manor Care Inc.,Aguwew Trail 109,10516622786,11391809,4362741
Emerson Electric Co.,Kijbi Manor 918,10975492282,74798590,6546382
Maxtor Corporation,Ugoapi Square 693,20992756636,19924186,3928154
Cincinnati Financial Corp.,Gipez Extension 789,20877639597,80837800,3111474
Foot Locker Inc,Jasaz Plaza 566,20916446686,07403424,936193177
"Allergan, Inc.",Kuco Key 510,10832471541,66112643,4267463
MGIC Investment Corporation,Fado Extension 876,10444195364,50006903,4518217
Cablevision Systems Corp,Wophek Court 064,10262239228,08712263,985867151
Harris Corp.,Geke Way 944,10452852127,75581761,5798644
Trigon Healthcare Inc.,Pemem Square 232,10764557962,91553987,4838112
"Aquila, Inc.",Ahoma Key 594,10345834766,34035456,3725168
"Adams Resources & Energy, Inc.",Vesas Plaza 973,20289129521,52547336,979668133
Tyson Foods Inc,Ovuliv Street 355,10944248951,24280234,3359924
Cardinal Health Inc.,Nalbiv Turnpike 857,10434321366,39699604,991157712
"Becton, Dickinson and Company",Samo Center 967,10778282885,05787286,985222887
Paychex Inc,Heiv Way 425,20693959821,86528496,979968371
Trigon Healthcare Inc.,Fobiw Junction 806,20363216825,58677837,3859552
Electronic Data Systems Corp.,Pulkev Park 962,20247926163,41434545,4815157
Constellation Brands Inc.,Itakep Way 929,20992573419,45946165,943153861
Hilton Hotels Corp.,Gecval Avenue 776,10554627961,62120226,2832664
"Apple Computer, Inc.",Naam Parkway 166,10643767787,06695008,983556139
Prudential Financial Inc.,Nukmil Turnpike 313,10965154895,94345374,2282631
Harris Corp.,Neip Glen 605,20324546238,45936609,948995184
Precision Castparts Corp,Wicbet Court 074,10586824947,91596958,2765776
L-3 Communications Holdings Inc.,Ebodu Heights 487,10139829659,02087373,2677581
Progress Energy Inc,Wepi Parkway 453,10516865678,18616258,6741748
Paychex Inc,Tifos Pike 949,20643794883,10532813,3311878
"Bemis Company, Inc.",Tiki View 575,10384644275,20857347,988274995
FPL Group Inc.,Mepuz Parkway 794,10576575437,85271146,971318862
DIMON Incorporated,Azudo Turnpike 697,20375468658,51447725,993534678
Oshkosh Truck Corp,Kada Glen 531,10658514535,18423601,979554758
The Allstate Corporation,Unotow Circle 538,20898431435,72421187,989887541
International Flavors & Fragrances Inc.,Budso Trail 754,20883535956,21532476,958841754
Cox Communications Inc.,Riju Boulevard 871,20854165129,74190634,6931218
Michaels Stores Inc.,Nala Road 003,20237726425,79093897,974158248
Kohl's Corp.,Etta Avenue 882,20658312154,48343517,3726241
L-3 Communications Holdings Inc.,Sefop Court 614,10544241996,07275325,965516877
Oshkosh Truck Corp,Ikivan Parkway 876,20714719267,92673707,942595435
Pinnacle West Capital Corp,Sefev Avenue 956,10344593177,06412267,966799474
Newmont Mining Corporation,Otfov Glen 869,20331655414,09069934,6273277
Valspar Corporation,Poce Avenue 351,10138947695,21872835,4262872
Hillenbrand Industries Inc.,Foac Heights 786,20988713254,66901631,957577548
Danaher Corporation,Zebrap Street 207,20889383864,80194725,2514718
